Column 1	Column 2
I held my breath and waited.	Я затримав дихання і чекав.
I held my breath and waited.	Я затримала дихання і чекала.
I hope I don't let you down.	Сподіваюся, я тебе не підведу.
I hope I'm not interrupting.	Я сподіваюсь, що не заважаю.
I hope I'm not interrupting.	Сподіваюся, я не перешкоджаю.
I hope Tom changes his mind.	Сподіваюся, Том передумає.
I hope Tom didn't get bored.	Сподіваюся, Том не знудився.
I hope Tom doesn't get sick.	Сподіваюся, Том не захворіє.
I hope Tom gets better soon.	Сподіваюся, Том скоро одужає.
I hope Tom knows what to do.	Сподіваюся, Том знає, що робити.
I hope Tom likes my present.	Сподіваюся, Тому сподобається мій подарунок.
I hope Tom will like Boston.	Сподіваюся, Тому сподобається Бостон.
I hope someone will do that.	Сподіваюся, хтось це зробить.
I hope that I pass the exam.	Сподіваюся, я здам екзамен.
I hope that is not the case.	Сподіваюся, що це не той випадок.
I hope that we keep winning.	Сподіваюсь, ми й надалі перемагатимемо.
I hope the work is finished.	Сподіваюся, робота виконана.
I hope they'll listen to me.	Сподіваюся, вони мене послухають.
I hope this isn't a mistake.	Сподіваюся, що це не помилка.
I hope this isn't a mistake.	Я сподіваюся, це не помилка.
I hope to see you next time.	Сподіваюся побачити тебе наступного разу.
I hope to see you next time.	Сподіваюся побачити вас наступного разу.
